airlie_id,flght#,departure_dt,arrival_dt,dep_time,arrivl_time,booking_cd,passngr_nm,seat_no,class,fare,extras,loyalty_pts,status,gate,terminal,baggage_claim,duration_hrs,layovers,layover_locations,aircraft_type,pilot,cabin_crew,inflight_ent,meal_option,wifi,window_seat,aisle_seat,emergency_exit_row,number_of_stops,reward_program_member
4,6024,2023-12-10 02:34:04,2023-01-19 01:25:56,17:42:21,02:46:48,BTLK,Name_ZBIVM,SeatSVL,First,616.23,Extra Baggage,0,Confirmed,GateKQ,C,ClaimHFX,7.69,2,LOCEUM,TypeDEZ,Pilot_YBZM,Crew_NAVN,No,Non-Vegetarian,Not Available,False,False,True,2,No
16,9307,2023-06-02 13:23:54,2023-01-30 13:48:24,16:23:20,01:28:10,BPZV,Name_EZTIO,SeatXEA,First,182.21,Extra Baggage,0,Confirmed,GateHU,A,ClaimVNX,11.39,1,LOCUEK,TypeVAN,Pilot_SIRB,Crew_WQVG,No,Non-Vegetarian,Available,True,False,False,2,Yes
19,2031,2023-12-16 21:51:31,2023-10-03 14:26:32,07:33:27,08:44:34,BOMV,Name_YZWUV,SeatESP,Business,374.27,Extra Baggage,3726,Cancelled,GateWG,A,ClaimDQW,4.54,1,LOCPGJ,TypePAT,Pilot_SVPM,Crew_WIST,Yes,Vegan,Available,True,True,False,1,Yes
1,2241,2023-03-20 12:54:37,2023-10-17 17:42:54,01:05:36,18:22:47,BURX,Name_SRJJD,SeatTMZ,Business,356.91,No Extras,0,Cancelled,GateJE,A,ClaimEWG,4.7,0,LOCAOR,TypeZQI,Pilot_EYOT,Crew_QTSZ,Yes,No Meal,Not Available,True,False,False,1,Yes
5,2742,2023-09-07 07:31:05,2023-07-29 15:46:50,23:08:34,16:18:31,BAAA,Name_CTZKQ,SeatGCL,First,74.6,Extra Baggage,0,Confirmed,GateNB,C,ClaimETQ,11.85,1,LOCCBN,TypeMCM,Pilot_HHDD,Crew_PEWC,Yes,Non-Vegetarian,Available,True,True,False,2,No
19,6709,2023-10-08 18:32:11,2023-09-29 23:59:34,14:22:55,07:52:31,BIUN,Name_AVKZD,SeatAXT,First,932.93,Meal,144,Confirmed,GateDM,B,ClaimUSU,11.11,0,LOCBSQ,TypeRZV,Pilot_ZUPD,Crew_BWJZ,No,Non-Vegetarian,Available,False,True,True,1,Yes
11,6999,2023-06-02 19:46:14,2023-04-27 10:08:01,05:11:14,10:00:26,BRAT,Name_PBCXF,SeatSVZ,Economy,365.05,Extra Baggage,0,Cancelled,GateFF,B,ClaimVWS,3.39,2,LOCRWM,TypeHPB,Pilot_SCSQ,Crew_EZLM,Yes,No Meal,Not Available,False,True,False,0,No
13,5090,2023-01-09 00:48:22,2023-12-27 18:33:27,13:49:50,15:59:30,BKBS,Name_RWRAE,SeatOTW,Economy,147.55,Extra Baggage,0,Confirmed,GateAC,A,ClaimGQM,1.85,0,LOCRAV,TypeTVP,Pilot_QJJG,Crew_QRTX,No,Vegetarian,Available,True,False,False,1,No
5,9160,2023-05-24 23:23:12,2023-10-20 16:15:07,03:59:34,20:31:59,BBXS,Name_LZYEA,SeatWSR,Business,519.27,No Extras,0,Cancelled,GateEB,D,ClaimFWT,7.86,0,LOCLMI,TypeZXB,Pilot_AFWM,Crew_UPAL,No,Vegan,Not Available,True,False,False,1,Yes
4,7883,2023-09-24 06:53:46,2023-07-11 00:55:32,04:15:17,09:52:47,BBFW,Name_RTERC,SeatTJV,First,476.27,Extra Baggage,635,Pending,GateDK,D,ClaimOCW,6.11,2,LOCBTM,TypeHKH,Pilot_NLFK,Crew_XDDT,No,No Meal,Available,True,True,False,2,No
4,6129,2023-03-26 02:41:01,2023-11-06 05:29:32,08:06:21,00:19:09,BOYK,Name_VVZAJ,SeatJSY,Economy,857.55,Meal,0,Confirmed,GateUQ,A,ClaimQUR,8.4,0,LOCFXU,TypeBJX,Pilot_ZATR,Crew_MNVT,No,Vegan,Available,True,True,True,0,Yes
4,5403,2023-03-15 07:39:43,2023-06-20 01:48:10,03:16:20,05:23:07,BZPT,Name_XVSRO,SeatJWL,First,809.83,No Extras,0,Confirmed,GateZU,C,ClaimBON,4.48,2,LOCZCJ,TypeSQZ,Pilot_BEQR,Crew_FXGW,No,Vegetarian,Available,True,False,True,0,No
4,7577,2023-07-27 22:35:16,2023-08-30 14:16:23,22:47:39,10:05:13,BUVC,Name_YKXCG,SeatVTD,Economy,792.55,No Extras,3582,Confirmed,GateDG,C,ClaimFZH,9.96,2,LOCJRF,TypeWPC,Pilot_NJBO,Crew_BSGF,No,Vegan,Available,True,False,True,1,Yes
18,5897,2023-06-17 06:47:14,2023-03-16 06:49:05,20:39:56,00:00:19,BCSU,Name_GLAVC,SeatTIL,First,935.67,No Extras,0,Confirmed,GatePU,B,ClaimRGK,6.86,2,LOCFOZ,TypeFEO,Pilot_GPCK,Crew_ONZI,Yes,Non-Vegetarian,Available,True,True,False,1,No
18,1163,2023-06-22 05:26:48,2023-10-25 16:37:33,14:43:14,07:51:16,BKFY,Name_NZSUV,SeatZSS,First,405.82,Extra Baggage,0,Pending,GateMA,D,ClaimQLC,11.82,1,LOCHFC,TypeDTC,Pilot_AZTX,Crew_AQXL,No,Non-Vegetarian,Not Available,False,False,False,2,Yes
16,4310,2023-04-05 14:30:32,2023-09-04 15:03:00,05:40:02,16:35:50,BIEX,Name_IMECQ,SeatGSO,Economy,610.01,Extra Baggage,0,Confirmed,GateAD,C,ClaimRPF,2.1,1,LOCKKZ,TypeUJG,Pilot_TUHK,Crew_BYRN,Yes,Vegetarian,Not Available,True,False,False,2,No
9,4388,2023-08-05 03:02:14,2023-11-17 00:43:15,17:45:07,18:28:55,BGTA,Name_SDJWE,SeatJDX,Business,686.07,No Extras,0,Pending,GateNI,C,ClaimJBA,11.59,1,LOCZZC,TypeQDJ,Pilot_ZXWI,Crew_RTQK,No,Vegan,Available,False,False,True,2,Yes
18,1995,2023-01-29 19:06:03,2023-07-28 23:42:01,06:27:56,18:54:30,BCKZ,Name_SIZVU,SeatEDU,First,498.57,Meal,3884,Pending,GateXT,C,ClaimDHW,10.71,2,LOCPOD,TypeOBA,Pilot_WZWA,Crew_MWPX,No,Non-Vegetarian,Not Available,False,False,False,1,No
2,7161,2023-03-13 07:40:56,2023-09-10 17:21:32,20:12:58,01:13:45,BUJM,Name_PWLZQ,SeatISI,First,281.67,Meal,0,Confirmed,GateUG,C,ClaimOXK,9.11,2,LOCMHE,TypeQOR,Pilot_DGBD,Crew_SGOS,Yes,Vegan,Available,True,False,False,1,No
4,2877,2023-06-04 17:23:23,2023-03-05 12:04:31,00:17:32,23:13:30,BCKT,Name_HWMUV,SeatSXN,Economy,904.06,Meal,4389,Cancelled,GatePC,D,ClaimRZQ,9.31,2,LOCRZM,TypeQYO,Pilot_ECNY,Crew_RIJK,No,Non-Vegetarian,Available,False,True,True,1,No
12,9103,2023-06-25 05:20:17,2023-03-08 14:50:13,04:16:40,19:57:44,BIYK,Name_OIAOC,SeatFOU,Business,905.69,Extra Baggage,4311,Cancelled,GateYP,C,ClaimCCF,5.11,2,LOCHDZ,TypeBIR,Pilot_SEVP,Crew_ZYPU,No,Vegan,Not Available,False,False,True,0,No
7,4264,2023-01-07 05:53:30,2023-10-20 07:48:36,17:13:00,20:34:22,BIMI,Name_OKISV,SeatKLO,Economy,779.34,No Extras,0,Pending,GateZT,C,ClaimBGH,6.85,0,LOCWXF,TypeKSP,Pilot_JZPE,Crew_KLBU,No,Vegetarian,Not Available,False,False,True,1,Yes
15,2348,2023-04-04 14:08:25,2023-05-10 00:08:05,23:44:43,18:54:49,BNPQ,Name_ZRYUX,SeatVDT,Business,378.81,No Extras,0,Pending,GateYC,D,ClaimVKJ,5.68,1,LOCIXK,TypeMAK,Pilot_YXMZ,Crew_LGGZ,Yes,Non-Vegetarian,Available,True,False,True,0,No
7,3251,2023-05-31 07:35:19,2023-07-07 08:32:40,07:08:19,23:27:10,BYOK,Name_RXUCM,SeatYXZ,Business,52.7,Extra Baggage,0,Pending,GateVB,C,ClaimJYW,9.92,1,LOCXUK,TypeXTW,Pilot_KIYQ,Crew_CZBF,No,Non-Vegetarian,Available,True,True,True,2,No
17,8290,2023-09-23 21:51:21,2023-12-08 05:35:28,09:28:31,11:05:06,BLKR,Name_FFKXW,SeatEFY,First,516.64,Extra Baggage,0,Confirmed,GateNU,C,ClaimDGX,7.19,1,LOCTGY,TypeGDX,Pilot_BTID,Crew_MQDH,No,Vegetarian,Not Available,False,False,False,1,No
16,9018,2023-09-29 17:15:53,2023-09-14 21:21:32,22:54:49,02:50:42,BXYL,Name_IQXQI,SeatLTB,Economy,548.36,Meal,0,Cancelled,GateSE,D,ClaimTYO,8.29,2,LOCZDU,TypeHLH,Pilot_UMHB,Crew_EGJR,No,Non-Vegetarian,Available,False,True,True,2,Yes
19,7590,2023-01-10 19:34:17,2023-11-23 22:51:27,16:57:45,03:57:55,BHYU,Name_ZSCNO,SeatFYV,Economy,513.56,Extra Baggage,4647,Cancelled,GateYJ,A,ClaimAPO,5.99,0,LOCGNP,TypeBXM,Pilot_HUWC,Crew_STDP,No,Vegan,Available,True,True,False,1,Yes
9,8658,2023-11-12 07:10:52,2023-08-12 04:45:46,22:43:18,16:32:46,BJWC,Name_SAWDO,SeatGKE,Business,141.67,Extra Baggage,2940,Pending,GateDC,D,ClaimRKC,4.79,2,LOCKBB,TypeVCJ,Pilot_SUBN,Crew_RUBK,No,No Meal,Not Available,True,True,False,1,Yes
14,1432,2023-11-07 02:49:52,2023-03-13 15:31:28,19:17:32,20:54:44,BTDM,Name_OCEAP,SeatIHI,Business,798.49,No Extras,0,Pending,GateAO,A,ClaimWPQ,5.43,2,LOCYIF,TypeVTH,Pilot_JUTU,Crew_HACX,No,Vegan,Not Available,True,False,True,2,Yes
17,6743,2023-12-05 19:34:10,2023-12-22 18:25:16,20:45:28,11:05:11,BZTH,Name_PPOEB,SeatANL,Economy,555.53,Meal,0,Pending,GateMB,B,ClaimSWE,5.1,0,LOCDGL,TypeGKQ,Pilot_RPYS,Crew_CGHZ,No,Vegetarian,Not Available,False,False,False,0,Yes
5,6247,2023-08-20 06:09:35,2023-10-21 04:04:17,09:54:51,12:01:45,BBBU,Name_HOIIC,SeatJSM,First,260.71,No Extras,2076,Pending,GateAR,D,ClaimKQA,1.34,2,LOCZYT,TypeCOK,Pilot_PXBI,Crew_KSBH,Yes,Non-Vegetarian,Available,True,True,False,0,Yes
2,8715,2023-06-05 07:23:03,2023-12-22 06:34:47,13:06:37,02:52:37,BFTG,Name_OXRQA,SeatNWD,Business,958.68,No Extras,0,Confirmed,GateZF,A,ClaimAJF,8.77,0,LOCRMJ,TypeMSH,Pilot_ABGY,Crew_XPTI,No,Non-Vegetarian,Available,False,True,True,2,Yes
16,4817,2023-09-21 02:22:34,2023-09-05 14:57:58,14:33:24,07:02:44,BZDH,Name_WKAFX,SeatQSE,First,336.97,No Extras,4044,Pending,GateDK,B,ClaimJWD,9.61,0,LOCHSA,TypePCA,Pilot_CPET,Crew_RBIC,Yes,No Meal,Available,True,True,True,2,No
14,2070,2023-08-01 04:40:15,2023-06-11 03:45:57,16:52:16,13:49:53,BRJT,Name_ZLTRN,SeatLGA,Business,412.83,No Extras,0,Confirmed,GateHR,D,ClaimRLH,7.63,2,LOCMYB,TypeWAA,Pilot_JXSI,Crew_XMIF,No,Non-Vegetarian,Not Available,True,True,True,2,Yes
14,5600,2023-10-23 12:22:31,2023-10-08 04:40:31,06:39:02,15:40:54,BKGE,Name_MKTYR,SeatVUY,Business,431.34,No Extras,0,Cancelled,GateUM,B,ClaimQMC,3.64,2,LOCQIU,TypeIIT,Pilot_UYBC,Crew_UUXX,No,Vegetarian,Not Available,True,True,True,0,Yes
1,9306,2023-07-14 00:23:57,2023-02-06 12:38:55,19:08:48,20:15:06,BZKR,Name_URQYE,SeatXWD,First,431.35,Meal,0,Pending,GateGA,A,ClaimLDS,8.71,2,LOCSEJ,TypeGTB,Pilot_DJBC,Crew_AKQY,No,Non-Vegetarian,Available,False,True,True,1,Yes
3,1994,2023-12-21 14:13:45,2023-08-29 19:15:47,05:16:41,23:37:06,BPST,Name_FVHDA,SeatISO,Business,660.59,No Extras,0,Pending,GatePB,A,ClaimCQG,2.04,1,LOCPUC,TypePLA,Pilot_LBFO,Crew_ANCU,Yes,Non-Vegetarian,Available,True,False,True,1,Yes
7,5318,2023-08-16 14:09:27,2023-10-12 11:56:56,07:58:16,05:55:02,BEGC,Name_OGPFG,SeatSZT,First,319.69,Extra Baggage,0,Cancelled,GateAU,C,ClaimSHL,11.18,1,LOCRAG,TypeTAG,Pilot_FXYX,Crew_MXJD,Yes,Vegetarian,Available,True,False,True,0,No
15,5731,2023-07-20 16:15:22,2023-06-27 04:07:50,06:11:59,02:54:56,BYJS,Name_XUFMB,SeatGYW,First,908.22,Meal,0,Cancelled,GateZV,A,ClaimBYA,8.17,2,LOCOSD,TypeOTX,Pilot_UVQM,Crew_KNSG,Yes,Non-Vegetarian,Not Available,True,False,True,0,Yes
19,7068,2023-09-02 20:27:58,2023-05-04 17:30:46,10:18:43,13:28:28,BEEW,Name_ECUIC,SeatEWQ,First,594.17,No Extras,4317,Pending,GateUJ,D,ClaimNQI,8.97,0,LOCEDH,TypeSTF,Pilot_UQRR,Crew_UJGZ,Yes,Vegan,Available,False,True,True,1,Yes
2,8670,2023-02-17 07:33:47,2023-02-23 06:25:34,14:12:45,11:59:49,BVKS,Name_LCQOQ,SeatGQD,Economy,885.91,Extra Baggage,0,Cancelled,GateEQ,D,ClaimKJJ,6.74,1,LOCWCF,TypeQDA,Pilot_TDCF,Crew_TTDM,No,Vegetarian,Not Available,True,True,False,0,Yes
19,5767,2023-11-29 21:53:14,2023-03-05 22:05:08,05:05:11,01:11:43,BLQV,Name_GIRBQ,SeatMCR,Economy,921.51,No Extras,3213,Pending,GateAB,D,ClaimWEF,7.97,2,LOCWZT,TypeGLJ,Pilot_NWWC,Crew_NCHF,Yes,Vegan,Available,True,True,True,1,No
9,1957,2023-12-19 17:57:58,2023-08-27 14:11:12,07:32:00,11:37:18,BVTO,Name_UZWNQ,SeatHQE,Business,780.27,Extra Baggage,4957,Cancelled,GateEY,B,ClaimFOW,7.74,0,LOCDOU,TypeNTV,Pilot_KTMO,Crew_KZHJ,Yes,Vegan,Available,False,True,True,0,No
19,9287,2023-06-15 10:56:01,2023-07-27 08:47:57,06:17:22,11:15:10,BRIV,Name_KXAAT,SeatAGK,First,281.47,No Extras,0,Cancelled,GateLC,D,ClaimEVX,2.91,2,LOCBLU,TypeUZJ,Pilot_OWFR,Crew_ZRVU,Yes,No Meal,Not Available,False,False,True,1,No
5,3154,2023-07-11 22:29:06,2023-11-07 17:25:21,19:28:03,13:29:26,BQXZ,Name_OBLMY,SeatSVL,First,363.26,Meal,0,Pending,GateWH,B,ClaimXMN,7.21,0,LOCFWD,TypeRMO,Pilot_KHSS,Crew_WBMG,Yes,Vegan,Available,False,True,True,2,No
18,1631,2023-10-23 02:54:00,2023-09-23 02:50:15,08:09:31,14:19:01,BWKF,Name_JBWBQ,SeatWLZ,First,267.74,Extra Baggage,0,Cancelled,GateUI,A,ClaimCWE,6.49,1,LOCPNQ,TypeHSL,Pilot_RJTS,Crew_AYDR,No,Vegan,Not Available,False,True,False,2,Yes
16,7045,2023-01-07 00:56:17,2023-06-01 21:06:18,23:47:19,09:33:00,BLKQ,Name_INKTL,SeatAKM,Economy,484.03,Meal,0,Cancelled,GateDQ,C,ClaimPWC,1.7,1,LOCXMF,TypeMYA,Pilot_SOPQ,Crew_SUQN,Yes,Vegan,Not Available,False,True,False,0,Yes
4,1697,2023-03-05 13:19:59,2023-10-22 14:32:04,21:30:01,17:10:17,BJME,Name_GAXPO,SeatJWL,First,535.45,Meal,1208,Pending,GateHP,B,ClaimHFQ,6.7,0,LOCNJL,TypeTQK,Pilot_ECFF,Crew_EQXL,No,Vegan,Available,True,True,True,1,Yes
12,1031,2023-07-10 17:52:22,2023-03-01 00:22:41,18:07:24,00:57:44,BDGO,Name_MFBIA,SeatOOL,Economy,371.65,No Extras,0,Confirmed,GateDC,A,ClaimWLP,11.71,1,LOCJBS,TypeVPP,Pilot_YBHU,Crew_KUQZ,No,Non-Vegetarian,Not Available,False,True,True,0,Yes
7,7209,2023-10-26 02:46:56,2023-04-19 10:59:55,20:54:39,06:29:24,BBQW,Name_IJBVY,SeatXQZ,Economy,878.8,No Extras,4049,Confirmed,GateWT,C,ClaimMRI,9.37,0,LOCWSP,TypeCKV,Pilot_CZBV,Crew_WEUN,Yes,Vegan,Not Available,False,False,False,2,Yes
14,5874,2023-12-20 05:05:22,2023-03-09 06:14:47,09:34:10,02:36:06,BXUH,Name_SNCPS,SeatPCP,First,425.77,Meal,400,Cancelled,GateBR,B,ClaimTHZ,3.37,1,LOCUEC,TypeUUG,Pilot_QIWI,Crew_YGAS,No,Vegan,Available,True,False,True,0,Yes
12,6562,2023-12-14 00:00:12,2023-06-24 00:04:03,22:51:44,15:14:51,BPTX,Name_IBDXK,SeatHPV,Economy,719.05,No Extras,0,Cancelled,GateMN,C,ClaimWFM,7.71,2,LOCCQH,TypeHZC,Pilot_CVSJ,Crew_BRAR,Yes,No Meal,Not Available,False,True,True,0,No
3,9740,2023-05-13 17:41:33,2023-08-25 17:10:23,21:06:34,06:00:10,BCWV,Name_HPEBO,SeatRRV,Economy,842.18,Meal,0,Confirmed,GateZM,A,ClaimMYF,3.5,0,LOCVLQ,TypeVXN,Pilot_LPXX,Crew_LTUN,Yes,No Meal,Available,False,False,False,1,Yes
5,3248,2023-10-27 09:33:19,2023-05-09 21:45:40,06:30:07,15:06:50,BQEN,Name_FHBDD,SeatPOW,Business,202.93,No Extras,0,Cancelled,GateVR,A,ClaimYKR,10.31,1,LOCNIV,TypeBYS,Pilot_AGUU,Crew_EYKY,No,Vegan,Available,False,True,True,2,No
17,7192,2023-06-13 21:28:16,2023-09-03 23:53:00,19:29:48,13:43:51,BNNK,Name_LYZAI,SeatCGH,Economy,729.17,No Extras,0,Pending,GateQB,C,ClaimLWN,9.53,0,LOCCBT,TypeQBQ,Pilot_YTCU,Crew_ZMIT,Yes,Vegetarian,Available,False,False,False,0,No
10,7406,2023-06-02 04:12:05,2023-09-19 06:34:39,01:14:05,01:43:35,BTMV,Name_OHQOJ,SeatTRE,Business,201.67,No Extras,1898,Confirmed,GateEM,D,ClaimRZD,11.89,1,LOCNVW,TypeQPM,Pilot_ZLKF,Crew_YTIS,Yes,Vegetarian,Not Available,False,False,True,2,Yes
10,2156,2023-09-10 08:04:35,2023-03-26 16:19:11,22:51:49,07:32:08,BITB,Name_VMKPZ,SeatEZM,First,775.64,No Extras,0,Cancelled,GateYY,D,ClaimFCB,3.88,1,LOCCQY,TypeMEI,Pilot_QSJA,Crew_UJLJ,Yes,No Meal,Not Available,False,True,False,0,Yes
11,9535,2023-03-14 03:47:44,2023-01-23 13:42:40,08:38:16,04:14:45,BLHP,Name_ORLCU,SeatIMQ,Business,588.99,No Extras,3095,Confirmed,GateMR,B,ClaimVSH,7.04,1,LOCTWD,TypeZGK,Pilot_PMVY,Crew_MQJH,Yes,Vegetarian,Available,False,True,False,0,No
17,6295,2023-09-30 14:30:28,2023-12-04 10:38:36,00:19:02,02:07:48,BAPF,Name_XVYLA,SeatNMB,Business,538.51,No Extras,822,Cancelled,GateKM,D,ClaimHGC,10.46,2,LOCULO,TypeFNJ,Pilot_AVJY,Crew_KVEU,Yes,No Meal,Available,False,False,False,2,Yes
5,7154,2023-05-23 00:41:55,2023-02-03 09:26:34,13:51:37,10:51:10,BTFC,Name_ETHEY,SeatUJG,Economy,553.64,Extra Baggage,0,Cancelled,GateXU,C,ClaimWYJ,9.07,1,LOCHHS,TypeJMO,Pilot_GFRM,Crew_LKDZ,Yes,Vegan,Not Available,False,False,False,1,No
13,3248,2023-11-09 20:34:21,2023-08-18 13:17:24,18:11:25,10:33:57,BISC,Name_RHMQH,SeatNDP,Economy,431.44,No Extras,0,Cancelled,GateOL,D,ClaimCTP,2.0,1,LOCEAG,TypeDNW,Pilot_XKJG,Crew_QHIZ,Yes,Vegan,Not Available,True,False,False,1,No
10,4285,2023-02-27 22:55:21,2023-05-03 19:44:12,18:41:06,23:53:49,BUGN,Name_YCRLM,SeatOHG,Business,97.15,No Extras,0,Confirmed,GateSL,C,ClaimIMV,1.92,0,LOCGXO,TypeXGH,Pilot_KYMD,Crew_ZZHN,No,No Meal,Available,True,False,False,1,Yes
9,3003,2023-07-02 17:15:11,2023-11-29 10:15:56,17:33:22,09:40:20,BVNW,Name_UIXPA,SeatNDA,Business,575.04,Meal,0,Cancelled,GateLS,B,ClaimGZL,3.11,2,LOCCPA,TypeUVL,Pilot_OVYJ,Crew_EMNA,Yes,No Meal,Not Available,True,True,True,1,No
17,4615,2023-07-01 04:35:41,2023-09-13 23:19:18,17:04:26,19:03:22,BYCE,Name_AHCNN,SeatMZK,Business,71.34,No Extras,0,Confirmed,GateBS,C,ClaimWZH,10.06,2,LOCKHP,TypeTYP,Pilot_BWVQ,Crew_PESE,Yes,Vegan,Available,True,True,True,1,Yes
1,4672,2023-02-26 09:46:02,2023-12-27 22:58:39,23:58:25,03:18:22,BESJ,Name_QZADF,SeatFAW,Economy,917.03,Extra Baggage,2453,Confirmed,GateIN,A,ClaimPIC,2.61,2,LOCEJW,TypeHFA,Pilot_FAIS,Crew_CGUO,No,Non-Vegetarian,Available,False,False,True,1,No
4,8458,2023-03-12 01:19:21,2023-02-20 19:52:12,01:08:43,18:00:49,BIPI,Name_YOUMW,SeatCGF,First,286.61,Extra Baggage,630,Confirmed,GateJS,D,ClaimWQU,3.57,0,LOCATV,TypeAOB,Pilot_TINI,Crew_HYUY,No,Non-Vegetarian,Available,False,False,False,1,No
4,3155,2023-12-11 10:41:21,2023-09-17 14:10:47,19:06:06,17:41:38,BFED,Name_IUGYF,SeatJOE,Economy,666.47,No Extras,0,Pending,GateFW,A,ClaimOCL,9.25,1,LOCKWB,TypeUEU,Pilot_MBPX,Crew_NZUC,Yes,Vegetarian,Not Available,False,False,False,1,Yes
18,4479,2023-04-08 11:58:36,2023-09-09 20:35:54,05:14:58,17:43:34,BTUR,Name_IFKFC,SeatLWE,Business,582.27,Meal,942,Pending,GateOG,C,ClaimNZQ,7.47,1,LOCEKH,TypeIPF,Pilot_WZFO,Crew_RVTO,No,Vegan,Not Available,False,False,True,2,No
9,1051,2023-01-30 13:57:42,2023-02-28 17:10:31,11:24:27,20:43:05,BPXG,Name_UWRNF,SeatJBI,Economy,635.91,Extra Baggage,1604,Pending,GateDA,B,ClaimDNA,9.99,0,LOCSAK,TypeWYX,Pilot_XRST,Crew_SEYN,No,Non-Vegetarian,Not Available,False,True,True,1,No
18,3159,2023-04-13 15:12:43,2023-01-16 19:32:25,12:45:46,03:19:52,BNWQ,Name_BYJSW,SeatAJF,First,358.09,Extra Baggage,0,Confirmed,GateUV,A,ClaimFGK,6.14,1,LOCRMS,TypeHKY,Pilot_ARIB,Crew_NHUM,No,No Meal,Not Available,False,False,True,1,No
14,5390,2023-06-12 05:36:46,2023-08-29 16:24:56,20:41:44,21:44:49,BHKQ,Name_GEOJB,SeatZZH,First,476.99,Extra Baggage,1115,Cancelled,GateHE,A,ClaimEXR,9.69,1,LOCRNE,TypeJFP,Pilot_ALQH,Crew_AUDR,Yes,No Meal,Not Available,True,False,False,1,Yes
15,4651,2023-09-10 11:45:27,2023-09-09 12:44:42,17:20:29,11:15:40,BNIF,Name_UBSHF,SeatYWF,Business,761.56,No Extras,0,Confirmed,GateBT,B,ClaimMQW,4.99,1,LOCKZC,TypeUHS,Pilot_DFUZ,Crew_JYYK,Yes,Vegan,Not Available,True,True,False,1,No
6,8356,2023-07-05 09:57:23,2023-07-19 18:08:10,02:13:12,22:06:37,BHQV,Name_ZLZPP,SeatQZS,Business,421.63,Extra Baggage,795,Pending,GateEY,C,ClaimMTW,3.6,1,LOCXLN,TypeEQU,Pilot_KFJZ,Crew_ISUC,No,Non-Vegetarian,Available,True,True,False,2,No
10,3112,2023-09-14 16:10:16,2023-01-24 21:28:59,15:19:33,17:16:25,BMMQ,Name_OJDHZ,SeatPMN,Economy,320.59,Extra Baggage,0,Confirmed,GateHV,C,ClaimNNS,8.44,2,LOCQSK,TypeKWH,Pilot_IVLU,Crew_THBY,No,Vegetarian,Not Available,False,False,False,1,Yes
15,6765,2023-04-07 12:44:50,2023-12-11 01:58:56,02:48:45,04:01:52,BSBR,Name_IUQFY,SeatYYS,Economy,79.53,Extra Baggage,0,Pending,GateDR,C,ClaimWJW,5.63,1,LOCDMY,TypeHVT,Pilot_GGUO,Crew_VMHK,Yes,Vegan,Available,True,False,True,2,No
4,2354,2023-04-18 22:30:20,2023-11-10 10:42:46,06:13:50,10:44:14,BDGP,Name_VPVUG,SeatHSN,Economy,502.17,Extra Baggage,0,Confirmed,GatePY,A,ClaimPXU,11.42,0,LOCUJF,TypeUHO,Pilot_MJXU,Crew_VTEM,No,Non-Vegetarian,Available,False,False,True,2,Yes
18,6620,2023-04-18 03:33:09,2023-05-17 02:21:13,20:36:05,07:20:32,BSOW,Name_TDDIN,SeatVSK,Economy,709.85,Extra Baggage,0,Pending,GateJO,D,ClaimHDV,8.56,1,LOCDIH,TypeFJK,Pilot_ERZI,Crew_ROOC,Yes,Vegan,Not Available,False,False,False,1,No
18,4754,2023-06-03 06:07:38,2023-10-27 13:33:59,02:33:46,03:26:59,BYNM,Name_JSZCK,SeatVTO,Economy,324.34,Meal,2179,Pending,GateCO,A,ClaimUFK,9.53,2,LOCXQO,TypeOHP,Pilot_UYFR,Crew_QDWC,Yes,No Meal,Not Available,True,False,True,2,Yes
17,1209,2023-04-17 02:21:17,2023-06-03 22:02:13,04:47:00,11:35:36,BTGO,Name_SCMLM,SeatPMK,Economy,872.41,No Extras,0,Confirmed,GateAT,D,ClaimCDL,1.47,2,LOCYZV,TypeCQK,Pilot_PZEL,Crew_CDUX,Yes,Non-Vegetarian,Available,True,True,True,1,No
12,7232,2023-05-26 10:18:22,2023-10-25 00:53:45,01:18:22,22:33:07,BABX,Name_XYXTJ,SeatKOF,Economy,160.05,Meal,4062,Cancelled,GateKU,B,ClaimGNU,5.9,1,LOCGJY,TypeLYM,Pilot_SDJE,Crew_QYNH,Yes,No Meal,Not Available,False,False,True,1,No
7,8846,2023-07-30 18:31:43,2023-05-02 13:07:43,00:10:41,07:52:18,BCUX,Name_WTJAW,SeatICV,Business,404.66,No Extras,2959,Confirmed,GateXR,C,ClaimYTV,9.72,2,LOCVEX,TypeRTI,Pilot_AXWL,Crew_SPKA,No,No Meal,Available,True,True,False,1,No
16,7171,2023-04-08 16:52:22,2023-03-01 07:05:17,09:59:02,06:38:49,BEPQ,Name_CNUPS,SeatSJJ,First,752.61,No Extras,1016,Pending,GateRH,B,ClaimEBV,11.69,1,LOCTXT,TypeNYR,Pilot_BGGV,Crew_FSXE,No,Vegetarian,Not Available,False,False,True,2,No
11,1237,2023-05-20 02:27:50,2023-03-25 20:20:43,23:15:28,16:36:47,BRZP,Name_AIBRF,SeatUFN,Business,971.03,Extra Baggage,0,Confirmed,GateYW,C,ClaimVHY,10.66,2,LOCAGQ,TypeXGA,Pilot_YMTS,Crew_OGRH,Yes,No Meal,Available,False,False,False,0,No
14,9527,2023-02-14 01:39:33,2023-06-04 09:48:35,15:23:25,21:42:47,BKCJ,Name_QHTCU,SeatYED,Business,408.95,No Extras,0,Confirmed,GateBH,B,ClaimNKU,3.05,1,LOCRSA,TypeRSA,Pilot_GREP,Crew_HSOZ,No,Non-Vegetarian,Not Available,False,True,True,0,Yes
